id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
12899,"Alberta Arts 2 bedroom suite, charming 1906 house",49682,Ali And David,,Concordia,45.56488,-122.63418,Entire home/apt,89,3,591,11/30/2021,4.08,1,353,40,14-218887-000-00-HO
37676,Mt. Hood View in the Pearl District,162158,Paul,,Pearl,45.52564,-122.68273,Entire home/apt,140,30,127,12/1/2021,0.91,1,365,4,
41601,Grandpa's Bunkhouse-Backyard Studio,179045,Jean,,Roseway,45.54804,-122.58541,Entire home/apt,129,3,243,10/13/2021,1.76,2,365,17,14-240877-000-00-HO
45890,Auntie's Hideaway--Daylight Downstairs Studio,179045,Jean,,Roseway,45.54793,-122.58358,Entire home/apt,133,3,206,11/27/2021,1.61,2,358,15,14-240877-000-00-HO
61893,Perfect Portland Place,300391,Matt,,Goose Hollow,45.52258,-122.69955,Entire home/apt,104,30,15,12/1/2021,0.24,1,235,4,
65466,Mt. Tabor Bungalow,170035,Scott,,Mt. Tabor,45.50544,-122.61041,Private room,60,2,160,9/20/2021,1.57,1,233,2,City registration pending
67036,Historic Home Located in Central City,329777,Will,,Sullivan's Gulch,45.53103,-122.64448,Entire home/apt,425,4,31,2/27/2020,0.23,1,113,0,Exempt
80357,Free Standing Alley House with Garage,415758,Esther,,Sullivan's Gulch,45.53364,-122.63895,Entire home/apt,90,90,3,9/20/2021,0.02,2,352,1,709057
93613,Sunny Queen Room FUN Alberta Arts,501715,Teresa,,Sabin,45.55536,-122.65106,Private room,41,30,64,7/1/2021,0.51,8,334,1,
94500,Room in Vintage Alberta Bungalow,499386,James,,Concordia,45.55687,-122.6317,Private room,60,2,172,9/5/2021,1.34,1,88,3,City registration pending
99355,Beautiful Apt near City Center!,523311,Mark,,Irvington,45.53836,-122.65159,Entire home/apt,185,1,216,11/28/2021,1.8,2,312,30,Exempt
114086,Bright Friendly Home- Alberta Arts,501715,Teresa,,Sabin,45.55593,-122.65029,Private room,37,30,67,9/1/2021,0.53,8,167,2,
117969,Beautiful Newly-Remodeled Apartment,589016,Steve,,Richmond,45.51022,-122.63088,Entire home/apt,90,2,258,11/14/2021,3.23,1,170,40,City registration pending
131088,Second floor garden apartment,2513602,Jeannette,,Cully,45.56089,-122.61845,Entire home/apt,85,2,68,7/12/2020,0.67,2,354,0,City registration pending
143483,Garden Hideaway near City Center!,523311,Mark,,Irvington,45.54005,-122.64988,Entire home/apt,125,1,142,11/29/2021,1.16,2,313,23,City registration pending
145199,"Upstairs, studio with bath, fridge",683139,Amy,,Montavilla,45.52959,-122.59081,Private room,70,3,75,8/24/2020,0.59,1,365,0,City registration pending
182450,"Luminous, Cosy Home near lively SE Division Street",52505,Judy,,Richmond,45.50529,-122.63201,Entire home/apt,77,5,26,7/27/2021,0.23,2,10,2,14-212846-000-00-HO
182465,Great Breakfast next to lively Division St,52505,Judy,,Richmond,45.50582,-122.63389,Private room,50,2,320,2/23/2020,2.53,2,28,0,14-212846-000-00-HO
195632,Foodie's Paradise & Everyone's Playground!,659137,Anjali,,Boise,45.55083,-122.67567,Entire home/apt,102,28,85,12/2/2021,0.68,1,83,3,17-183022-000-00-HO
205616,Entire Home + Cottage • A Painted Lady Inn • 6 Bed,1011157,Jody,,Irvington,45.53689,-122.64977,Entire home/apt,317,3,90,10/31/2021,1.1,7,235,9,Exempt
213228,"Sweet 2 Room Suite, Private, Quiet",1099616,Abraham,,Overlook,45.56616,-122.67889,Private room,62,3,122,11/17/2021,0.98,2,0,13,17-195424-000-00-HO
217607,One Bedroom Artists Loft - Close to EvErYtHiNg,971012,Echo,,Old Town/Chinatown,45.52653,-122.67513,Entire home/apt,150,30,49,9/30/2020,0.39,2,365,0,City registration pending
218708,Opal 28 - King Suite Apt #3,6313800,Margot,,Kerns,45.5236,-122.63458,Entire home/apt,92,2,212,12/12/2021,1.7,4,80,39,Exempt
222298,"Blues,brews,and bicycle guesthouse",1153902,Taizz,,Overlook,45.55815,-122.69218,Private room,65,2,113,9/12/2021,0.91,3,158,18,City registration pending
231732,"large, sunny room in farmhouse",1153902,Taizz,,Overlook,45.55629,-122.69042,Private room,65,30,47,8/8/2021,0.41,3,309,2,
231734,"Private, sunny room in farmhouse",1153902,Taizz,,Overlook,45.55748,-122.69207,Private room,65,2,41,11/1/2021,0.34,3,314,11,City registration pending
236108,Large COMFY Room in Alberta Arts,501715,Teresa,,Sabin,45.55645,-122.64854,Private room,41,30,58,10/1/2019,0.49,8,365,0,
249526,Rosebud Room,1307164,Hilary,,Hosford-Abernethy,45.50806,-122.64337,Private room,45,30,410,12/7/2021,3.38,2,133,1,14-235129-000-00-HO
317797,Condo in the Courtyard,828435,Furnished In Portland,,Mt. Tabor,45.51203,-122.61079,Entire home/apt,43,30,36,8/28/2021,0.31,7,213,3,
332420,Classic SE Portland: Walkable to Everything!,1206902,LeBrie,,Sunnyside,45.518,-122.6322,Entire home/apt,236,4,35,8/26/2021,0.32,1,19,4,City registration pending
332585,Private flat in ideal Mt. Tabor location,1488233,Dina,,Mt. Tabor,45.51431,-122.6097,Entire home/apt,75,2,362,12/1/2021,3.03,2,336,33,19-271008-000-00-HO
345650,GUEST SUITE SURROUNDED BY NATURE,38860,Renata,,Hayhurst,45.48203,-122.71903,Entire home/apt,75,2,117,10/17/2021,1.02,1,201,14,City registration pending
357732,"Cheerful, musical, eclectic home",1810476,Susan,,Multnomah,45.46518,-122.71617,Private room,40,30,31,4/24/2021,0.27,2,308,2,City registration pending
362775,Japanese cabin + in fine-dining village,1213257,Dayna,,Concordia,45.56325,-122.63446,Entire home/apt,126,2,308,12/14/2021,2.6,3,345,82,17-182531-000-00-HO
365283,Alberta Arts Apartment,3220765,Lisa,,King,45.55975,-122.66076,Entire home/apt,75,30,143,1/30/2018,1.21,1,129,0,
383701,Sellwood Music Suite,1405118,Dave & Silke,,Sellwood-Moreland Improvement League,45.46846,-122.65395,Entire home/apt,86,2,321,12/17/2021,2.71,1,251,46,14-224927-000-00-HO
386687,The Heart of Multnomah Village,532509,Maria & Kenyon,,Multnomah,45.4692,-122.71497,Entire home/apt,120,2,178,12/5/2021,1.52,1,265,29,City registration pending
399890,S.W. Portland Farmhouse Cottage,1996078,Sally K,,Marshall Park,45.45754,-122.69222,Entire home/apt,185,3,94,9/20/2021,0.9,3,229,13,15-150444-000-00-HO
402130,Opal 28 - Queen Suite #1,6313800,Margot,,Kerns,45.52949,-122.63449,Entire home/apt,96,2,195,12/14/2021,1.67,4,80,41,Exempt
402191,Opal 28 - King Suite Apt #4,6313800,Margot,,Kerns,45.52671,-122.63666,Entire home/apt,92,2,258,12/12/2021,2.2,4,71,36,Exempt
413956,"Beautiful, Clean 1920 NoPo Bungalow",1099616,Abraham,,Overlook,45.56557,-122.67893,Entire home/apt,118,3,147,11/27/2021,1.28,2,2,4,17-195424-000-00-HO
448195,The Wisteria… Beautiful 1915 Craftsman,2226037,Bruce,,Rose City Park,45.5474,-122.61376,Entire home/apt,256,3,209,12/7/2021,1.78,2,303,13,15-236561-000-00-HO
449461,"Portland Soul, Central! Porch Time!",975606,Leo,,Rose City Park,45.54244,-122.60331,Private room,40,30,38,6/7/2021,0.33,1,251,1,
450488,Alberta Arts Room Overlooking Verdant Backyard,2236909,Shane,,King,45.56061,-122.6565,Private room,55,31,102,5/30/2021,0.88,6,330,1,
450660,Perfectly Cozy Alberta Arts Room,2236909,Shane,,King,45.56186,-122.65834,Private room,55,31,98,9/1/2021,0.87,6,343,5,
457627,concordia/alberta sunshine cabin,2274595,Rachel And Joe,,Concordia,45.56273,-122.63659,Entire home/apt,89,2,298,6/24/2020,2.58,1,1,0,City registration pending
483452,"Beautiful, spacious and quiet flat in Goose Hollow",2393160,Tom,,Northwest District,45.52375,-122.69263,Entire home/apt,304,30,153,3/20/2017,1.31,1,262,0,
483487,Sellwood-Near Parks and the River,434208,Jim,,Sellwood-Moreland Improvement League,45.46721,-122.65626,Private room,42,3,277,11/7/2021,2.38,1,221,3,City registration pending
483614,Cozy House w/ Wood Burning Stove - NE Portland,1387456,Dana,,Cully,45.55794,-122.61679,Entire home/apt,125,2,216,9/20/2021,1.87,1,47,17,City registration pending
522334,A sunny separate studio w/skylights,19234,Scott,,Sellwood-Moreland Improvement League,45.47402,-122.6439,Entire home/apt,75,3,418,12/6/2021,3.64,1,119,27,15-122203-000-00-HO
525395,Gorgeous Bungalow with Hot Tub close to Downtown,2555917,Thomas,,South Portland,45.47187,-122.67422,Entire home/apt,399,2,21,11/27/2021,0.2,1,106,7,City registration pending
531553,"Farm in the City, Mississippi dist.",1601890,Janie And Ginnie,,Boise,45.55232,-122.67048,Entire home/apt,106,2,307,12/12/2021,2.68,1,160,15,19-261542-000-00-HO
539224,Skylight Delight,828435,Furnished In Portland,,Mt. Tabor,45.51215,-122.61085,Private room,40,30,18,9/23/2017,0.16,7,17,0,
543988,Quaint English Cottage Garden Private Apt.,40759,Sue And Bob,,Laurelhurst,45.52417,-122.61865,Entire home/apt,95,2,267,12/11/2021,2.32,1,310,26,14-229235-000-00-HO
548557,NE  Concordia Cabin,2696498,Matt,,Concordia,45.56995,-122.63151,Entire home/apt,109,2,124,9/6/2021,1.08,1,365,10,16-236406-000-00-HO
557948,"Pretty house, perfect location, EV-friendly",2690880,Randy,,Hosford-Abernethy,45.50857,-122.64463,Entire home/apt,614,7,14,8/3/2019,0.15,1,88,0,18-107431-000-00-HO
580155,NE Portland Oregon Modern Victorian Duplex,2854451,Julie,,Eliot,45.53912,-122.66097,Entire home/apt,111,2,46,11/29/2021,0.4,1,347,21,City registration pending
596389,Garden Oasis Guest House,2948538,Colin And Medina,,Sabin,45.55204,-122.6547,Entire home/apt,65,3,347,10/30/2021,3.03,4,15,21,City registration pending
598726,"Spacious Bungalow, Family-Friendly w/Hot Tub, AC",2023418,Gary,,King,45.56597,-122.66389,Entire home/apt,450,1,117,10/4/2021,1.14,1,320,15,14-238657-000-00-LU
600976,SW 2 Bedroom/Private Bath - SUPER CLEAN,2974150,Shannon,,South Burlingame,45.46519,-122.68488,Private room,125,1,294,12/7/2021,2.57,1,356,34,16-141225-000-00-HO
604270,Mt. Tabor studio with Mt. Hood view,1493662,Jeff And Katie,,Montavilla,45.51425,-122.58372,Entire home/apt,92,4,610,12/10/2021,5.39,1,74,17,14-248431-000-00-HO
611417,Victorian home walk to Lloyd & Convention Center,1011157,Jody,,Irvington,45.53595,-122.65006,Private room,57,1,78,12/13/2021,0.98,7,67,32,Exempt
611454,"Walk to Pearl, Moda, Lloyd & Convention Center",1011157,Jody,,Irvington,45.53732,-122.65073,Private room,72,1,28,12/11/2021,0.64,7,79,10,Exempt
611464,"Walk to Pearl, Moda, Lloyd & Convention Centers",1011157,Jody,,Irvington,45.53572,-122.64869,Private room,57,1,21,12/11/2021,0.27,7,81,7,Exempt
611469,"Walk to Pearl, Moda, Lloyd & Convention Center",1011157,Jody,,Irvington,45.53774,-122.64945,Private room,63,1,57,12/6/2021,1,7,80,9,Exempt
626097,Avandel Room @ the Lion and the Rose,16351908,Steven,,Irvington,45.53608,-122.65025,Hotel room,131,1,25,9/1/2019,0.59,8,66,0,Exempt
635432,Spacious SW Portland 1 bd Apartment,3166372,Alexandra,,Bridlemile,45.49059,-122.72066,Entire home/apt,150,2,98,11/27/2021,0.86,1,362,10,City registration pending
637011,"Eclectic, cheerful, musical home",1810476,Susan,,Multnomah,45.46671,-122.71559,Private room,52,30,19,10/3/2021,0.17,2,238,3,
637362,"Quaint & Cozy, Private Sellwood Guest House",869146,Gina And Andy,,Sellwood-Moreland Improvement League,45.46549,-122.65551,Entire home/apt,74,3,276,11/27/2021,2.55,1,219,21,15-102449-000-00-ho
646263,Ashley's charmer just off SE Division near cafes,2965830,Ashley,,Richmond,45.50655,-122.63381,Private room,55,1,485,1/13/2020,4.27,2,110,0,15-122928-000-00-HO
658883,Food Lovers Dream in Designer House,11306724,Adam,,King,45.55014,-122.6614,Private room,92,2,144,8/26/2019,1.27,1,352,0,City registration pending
674866,Fantastic Loft in the Pearl (short or long term),1731137,Stephanie,,Pearl,45.52667,-122.68242,Entire home/apt,125,30,16,11/1/2021,0.39,2,173,6,City registration pending
687927,"Heart on Hawthorne ,  SE Portland",3425231,Kit,,Sunnyside,45.51365,-122.62041,Private room,40,7,164,11/15/2021,1.46,1,264,9,14-255222-000-00-HO
696955,Alberta Arts House - Hip Portlandia,3569549,Ash,,Vernon,45.55888,-122.64747,Entire home/apt,227,2,131,12/12/2021,1.16,1,132,22,City registration pending
699605,Adorable Alberta Arts Bungalow,2605790,Amanda & Sebastien,,King,45.56611,-122.65743,Entire home/apt,157,15,46,6/8/2021,0.41,1,351,1,15-179947-000-00-HO
699667,Old Portland Style 2 Story House,3589314,Nicole,,Sellwood-Moreland Improvement League,45.46863,-122.65271,Private room,65,2,81,7/2/2018,0.76,1,364,0,City registration pending
700371,Adorable historic home in Foodie Wonderland,2965830,Ashley,,Richmond,45.50524,-122.6356,Entire home/apt,175,30,55,12/26/2019,0.53,2,294,0,25-122928-000-00-HO
704753,Near OHSU. Choice of Clean Rooms. Shared Baths.,3190134,Jenna,,Hillsdale,45.48699,-122.69223,Private room,50,30,11,7/31/2021,0.1,2,365,1,
714773,ArtFulLife,1186353,Fred,,Northwest District,45.52837,-122.69799,Entire home/apt,57,30,130,10/30/2021,1.17,2,261,4,90690
760737,Remodeled basement studio in central Portland,2646777,Kyle,,Buckman,45.51851,-122.64196,Entire home/apt,80,2,148,10/30/2021,3.54,1,100,28,18-179176-000-00-HO
762386,"Urban treehouse in Portland, OR! - 1 bedroom",416155,Brad,,Creston-Kenilworth,45.49113,-122.62199,Private room,59,2,882,12/12/2021,7.96,2,316,66,14-235009-000-00-HO
775426,Modern & Beautiful House Centrally Located in Vibrant Alberta Arts District,1150082,Michelle,,King,45.55841,-122.65152,Entire home/apt,306,1,186,12/5/2021,1.74,6,316,31,Exempt
784126,"Portland condo near OHSU, VA Hospital & downtown!",4134978,Huma,,Homestead,45.49608,-122.68884,Entire home/apt,65,30,49,10/22/2021,0.63,1,89,4,
784952,Overlook Mid-Century Apartment,3159169,Reenie,,Overlook,45.56111,-122.68931,Entire home/apt,91,2,311,12/4/2021,2.85,1,346,34,14-240868-000-00-HO
789798,"Artsy, private lower level. Minutes from downtown.",4161754,Rhonda & Doug,,Ashcreek,45.45631,-122.73765,Entire home/apt,91,3,167,12/5/2021,1.61,1,354,18,14-250883-000-00-HO
798113,Kinley Manor Coach House Experience,4203145,Rupert Kinnard,,Irvington,45.53693,-122.65713,Entire home/apt,50,1,129,1/31/2021,1.26,2,49,8,07-181886-000-00-LU
801318,"Ideally Located, Modern & Artistic Large House ~ Perfect for Groups",1150082,Michelle,,Vernon,45.55845,-122.65,Entire home/apt,350,1,71,12/19/2021,0.65,6,308,7,Exempt
816398,Sweet and quiet Irvington Duplex,4084497,Gary,,Irvington,45.54488,-122.65757,Entire home/apt,84,30,99,11/30/2020,0.9,1,317,0,
838961,Studio Apartment - Private Entry,4382924,Reggie,,Parkrose Heights,45.54385,-122.54355,Entire home/apt,79,7,25,11/24/2021,0.27,1,336,3,City registration pending
857046,Spacious Room with Kitchenette in Alberta Arts,501715,Teresa,,Sabin,45.55676,-122.64885,Entire home/apt,47,30,30,11/24/2017,0.28,8,365,0,
857220,"Spacious, Comfy Basement Suite  & Garage parking!",4440080,Lori,,Foster-Powell,45.49162,-122.58212,Private room,68,1,315,11/26/2021,2.91,1,348,37,16-279178-000-00-HO
870827,NW Nob Hill Garden Cottage,1001311,Alleyn,,Northwest District,45.5343,-122.70745,Entire home/apt,95,1,564,6/29/2020,5.19,2,262,0,15-159926-000-00-HO
871985,Beautiful Alberta Arts District Apt,3528646,Aysha,,Sabin,45.55565,-122.64951,Entire home/apt,110,1,494,12/12/2021,4.6,1,356,65,15-204537-000-00-HO
885006,SW Room w/ sweet Dalmatian co-host & EV Charger,4688334,Gina,,Multnomah,45.46168,-122.70951,Private room,43,1,311,3/8/2020,2.89,1,345,0,14-222421-000-00-HO
898771,The Rustic Modern Tiny House (30 days+),64037,Michael And Jenna,,King,45.55585,-122.66293,Entire home/apt,45,30,343,6/30/2020,3.19,1,13,0,
902805,Great Location! 5 Bedrooms! Family Friendly,4825949,Kara And James,,Ashcreek,45.45541,-122.7347,Entire home/apt,439,3,42,8/1/2021,0.39,1,355,2,City registration pending
921597,Pearl District Loft: Urban Oasis,4955336,BettyLou,,Pearl,45.52959,-122.68424,Entire home/apt,99,30,19,9/29/2021,0.18,1,114,4,
927432,"Spacious, charming, & well-located Portland house",1916182,Alexis,,Humboldt,45.56463,-122.66894,Entire home/apt,139,30,9,7/19/2021,0.09,1,201,1,
938257,Pink House off Mississippi-ask for DEALS 4-6nights,1515905,Rick,,Boise,45.55039,-122.67497,Entire home/apt,83,2,482,12/12/2021,4.6,1,167,33,City registration pending
942885,Simple and Spacious on NW 23rd,5097860,Max,,Northwest District,45.52934,-122.69961,Entire home/apt,366,4,183,12/5/2021,1.72,1,145,21,Exempt
946041,For Large Family Gatherings in Portland,4405521,Lorraine & Ray,,King,45.55694,-122.6637,Entire home/apt,140,30,152,9/21/2017,1.44,1,143,0,14-227052-000-00-HO
951387,Quiet Private Studio in Inner NE near Bus & Bike,5161731,Debra & Ludger,,Boise,45.553,-122.66629,Entire home/apt,76,2,498,12/14/2021,4.65,1,168,56,17-138407-000-00-ho
958634,Spacious Private Suite for Extended Stays,5216499,Allison,,South Tabor,45.50315,-122.58148,Private room,65,30,27,12/17/2021,0.26,1,250,3,
967959,Authentic Alberta Arts Abode,1507209,Penelope And Nathan,,King,45.55715,-122.65553,Entire home/apt,95,1,540,12/5/2021,5.21,1,346,41,14-221961-000-00-HO
979746,Apartment in Beautiful NW Portland,5362674,Jacek,,Northwest District,45.53024,-122.69821,Entire home/apt,111,1,363,11/22/2021,3.45,1,9,4,City registration pending
993073,PDX Eco Cottage,5455260,Susan,,Hosford-Abernethy,45.50661,-122.64996,Entire home/apt,152,2,275,12/19/2021,2.65,2,319,26,14-207831-000-00-HO
997150,Lovely Laurelhurst Craftsman Apt,3041678,Cora,,Buckman,45.52238,-122.63828,Entire home/apt,110,1,403,12/8/2021,3.84,2,145,50,City registration pending
1003617,The Portland Villa on Alberta St,4430753,Catie,,Concordia,45.55856,-122.63717,Entire home/apt,557,1,211,12/6/2021,2.38,1,318,28,17-259760-000-00-LU
1006381,Mid Century Modern,4246850,Daniel,,King,45.5622,-122.66176,Entire home/apt,115,60,96,9/1/2020,0.92,2,256,0,
1007277,Feels Like Home,3978304,Anthony,,Woodstock,45.48719,-122.62161,Entire home/apt,60,30,380,11/12/2021,3.82,1,56,4,City registration pending
1009218,Perfect SE Location: Classic Portland Experience,1284016,Stacey,,Buckman,45.52286015,-122.6474339,Entire home/apt,110,3,117,11/8/2021,1.1,1,8,2,15-194034-000-00-HO
1018584,A Cozy Corner + Cedar Hottub in Alberta Arts,296928,Tree Marie,,Vernon,45.56452,-122.64955,Private room,35,30,124,11/11/2019,1.5,1,62,0,
1028153,Private Room - Historic Kenton Area,5658275,Ryan,,Kenton,45.58006,-122.68451,Private room,65,2,69,10/18/2021,0.89,1,78,5,17-163301-000-00-HO
1036774,"""The Portland Purple House 1""",5707629,Arlene & Jeff,,Roseway,45.55214,-122.5938,Private room,65,2,35,10/10/2021,0.37,3,89,5,City registration pending
1046001,Alberta Arts Custom Basement Room,2236909,Shane,,King,45.55965,-122.65729,Private room,50,31,78,8/14/2021,0.74,6,317,4,
1086146,Spacious Urban Retreat,5970172,Dj,,Parkrose,45.55796,-122.55871,Entire home/apt,225,2,153,10/24/2021,1.46,2,358,21,18-207848-000-00-HO
1103529,The Hen House: Private unit in NE,6060622,Norah,,King,45.55192,-122.65726,Entire home/apt,81,1,582,12/12/2021,5.53,2,163,115,17-132111-000-00-HO
1107789,Cozy Portland Studio Apartment,6000443,Cara,,Buckman,45.51904,-122.64412,Entire home/apt,60,2,637,12/15/2021,6.08,1,226,66,14-226326-000-00-HO
1119763,Maple Cottage PDX/ Fun Historic Mississippi Ave.,2749411,Mariah,,Boise,45.55146,-122.67292,Entire home/apt,79,3,232,12/16/2021,4.21,1,278,52,17-164969-000-00-HO
1139014,NE IRVINGTON 1926 CHARMING BUNGALOW,5513212,Danielle,,Irvington,45.54286,-122.65712,Entire home/apt,130,30,13,7/3/2019,0.13,1,0,0,
1151857,Opal 28 - Queen Suite Apt #2,6313800,Margot,,Kerns,45.52709,-122.63826,Entire home/apt,90,2,151,11/30/2021,1.59,4,80,35,Exempt
1170813,Private large studio apartment.,2513602,Jeannette,,Cully,45.5597,-122.6175,Entire home/apt,95,1,383,3/7/2020,3.67,2,353,0,City registration pending
1171356,Yellow room in Woodstock with central air con!,190651,Shannon,,Woodstock,45.48085,-122.60687,Private room,55,2,307,11/11/2019,2.96,2,167,0,14-207811-000-00-HO
1171875,Orange room w/Queen bed and central air con!,190651,Shannon,,Woodstock,45.47857,-122.6053,Private room,55,2,265,3/7/2020,2.55,2,168,0,14-207811-000-00-HO
1193068,Rosie Room at Farmhouse Cottage,1996078,Sally K,,Marshall Park,45.45793,-122.68985,Private room,85,3,9,12/19/2019,0.09,3,229,0,15-150444-000-00-HO
1194370,Cozy mud hut with big bridge view,6526820,Ivy,,Cathedral Park,45.58991,-122.76046,Private room,72,30,500,12/29/2019,4.94,1,79,0,
1194589,Artisan Sanctuary,5927807,Margo,,Humboldt,45.56055,-122.66786,Entire home/apt,59,2,406,3/8/2020,3.9,1,322,0,16-180113-000-00-HO
1209612,"WATERFRONT, NW  DISTRICT CONDO",6510017,Irene & Steve,,Old Town/Chinatown,45.52622,-122.67284,Entire home/apt,1500,30,64,7/27/2015,0.67,1,365,0,
1213052,Alberta Arts Bungalow - 4 Bedroom,6621964,Amy,,Vernon,45.5585,-122.65001,Entire home/apt,368,2,185,12/5/2021,1.8,1,336,14,LU 15-267213 CU
1242928,Modernist Loft in NE Portland (30-day minimum),6774413,Duane,,Humboldt,45.55915,-122.66811,Entire home/apt,108,30,104,9/3/2021,1.39,1,0,3,
1242968,"Urban Sanctuary near Shops, Dining & Downtown!",6416589,Adam And Arthur,,Boise,45.55398,-122.67583,Entire home/apt,110,1,673,12/6/2021,6.5,6,100,45,14-226769-000-00-HO
1243615,Captain's Bed at SW PDX Cottage,1996078,Sally K,,Marshall Park,45.45711,-122.69127,Private room,85,3,4,6/14/2019,0.05,3,229,0,15-150444-000-00-HO
1248994,Creative Charmer in NE Portland,6805954,Felicity & Michael,,Irvington,45.54725,-122.65495,Entire home/apt,50,30,87,10/26/2021,0.84,2,115,3,16-134488
1260528,Funky Pad Suite - Parkside Portland,6865209,Paul,,Grant Park,45.54013,-122.63062,Entire home/apt,125,1,1097,2/18/2020,10.71,1,110,0,17-144085-000-00-HO
1268133,The Studio at the Garden Oasis,2948538,Colin And Medina,,King,45.55057,-122.65636,Entire home/apt,85,30,56,12/17/2021,0.54,4,300,3,
1288320,Thompson Hideaway - walk to Convention Center,5037209,Pamela,,Eliot,45.54057,-122.66377,Entire home/apt,75,2,456,12/15/2021,4.42,1,333,62,City registration pending
1297869,5th Ave Townhouse,7055900,Saadi,,Portland Downtown,45.51032,-122.68208,Entire home/apt,350,2,377,12/5/2021,3.67,1,313,23,LU 17-112494
1313694,Work & Stay at The Green Fairy,6153335,Sonia,,Boise,45.55014,-122.67192,Entire home/apt,129,30,115,10/16/2021,1.12,2,256,3,
1317545,The Celestial Room Suite - Cool Relaxing Retreat,971034,Noel,,Montavilla,45.52873517,-122.5815737,Private room,66,2,85,12/5/2021,2.66,1,82,33,19-141828-000-00-HO
1360216,ArtFulLife For Long Term Stays,1186353,Fred,,Northwest District,45.52828,-122.69785,Entire home/apt,57,30,398,11/13/2021,3.88,2,231,6,90690
1360978,Pied-à-Terre is Clean.Calm.Quiet ... Dog-Friendly,1419956,Pamela,,Overlook,45.5614,-122.68409,Entire home/apt,200,2,267,10/18/2021,2.62,2,2,24,15-124175-000-00-HO
1386231,Cozy Basement Alberta Arts Room,2236909,Shane,,King,45.56232,-122.65597,Private room,45,31,64,11/30/2021,0.63,6,184,4,
1386922,Mississippi Ave Basement Studio,3859198,Justin,,Humboldt,45.56328,-122.67523,Entire home/apt,75,1,162,11/5/2021,1.58,1,89,34,City registration pending
1408895,Bright & Modern Home in Lovely Roseway,942377,Emily,,Roseway,45.54872,-122.58744,Entire home/apt,99,30,71,10/8/2021,0.69,1,269,4,
1411299,"Cozy, yet Spacious Division 1BR Apt",6960996,David,,Richmond,45.50152,-122.62856,Entire home/apt,94,2,143,11/27/2021,2.01,1,199,17,16-109354-000-00-HO
1429073,Lovely Private Room & Bath in SE (South Tabor),7656277,Joanne,,South Tabor,45.49991,-122.60654,Private room,45,2,133,12/14/2021,1.31,1,350,19,16-120298-000-00-HO
1438618,One block from everything. Purely Portland stay :),7727691,Kara,,Cully,45.54883,-122.61489,Entire home/apt,137,2,74,11/27/2021,1.75,3,18,21,17-221433-000-00-HO
1525272,The Irvington off Broadway studio condominium,8138263,Keenan,,Irvington,45.5373,-122.65571,Entire home/apt,69,30,11,12/6/2021,0.15,1,341,3,
1529860,Modern House in NE Portland,7222791,Aaron,,Piedmont,45.56747,-122.66371,Entire home/apt,232,3,113,11/28/2021,1.12,1,358,23,17-120776-000-00-HO
1539452,"""The Hermitage"", Historic Hafner Haus 2nd unit",8207605,Sharon,,Portland Downtown,45.51614,-122.68598,Entire home/apt,126,4,125,11/1/2021,1.45,7,281,9,90993
1542659,Bright Beautiful Mid-Century Style Loft in N.E.,2722503,Casey,,Eliot,45.5425,-122.66028,Entire home/apt,202,2,277,11/21/2021,2.85,1,232,28,19-230304-000-00-HO
1560267,Pearl District Private Suite,2655510,Steven,,Pearl,45.52894,-122.68338,Private room,100,2,521,12/12/2021,5.19,1,322,42,14-242857-000-00-HO
1562511,which features a microwave and electric stove.,7509298,Vanessa Carolina,,Portland Downtown,45.51662,-122.67941,Private room,70,30,0,,,1,365,0,
1566659,Hawthorne/Belmont Vintage Apartment,1387123,Jarrett,,Sunnyside,45.51641,-122.63326,Entire home/apt,99,30,106,11/19/2021,1.05,1,273,6,
1584433,Historic Northwest Portland Home,8441694,Christina,,Northwest District,45.53702,-122.69974,Private room,80,2,92,12/13/2021,0.97,1,238,9,City registration pending
1641735,Zen Suite Private Bath-Alberta Arts,8703941,Tracy,,Concordia,45.56696,-122.63339,Private room,73,30,58,8/30/2016,0.61,1,365,0,
1641774,Near OHSU. Green Room!,3190134,Jenna,,Hillsdale,45.48954,-122.69262,Private room,65,30,1,1/6/2016,0.01,2,365,0,
1646310,1915 Craftsman Bungalow Mt. Tabor/Montavilla,5453439,Hisham,,Montavilla,45.51644,-122.57465,Entire home/apt,211,2,63,11/28/2021,0.65,1,353,6,City registration pending
1646847,Urban Zen Retreat,8739391,Chris,,Mt. Tabor,45.51512,-122.60498,Entire home/apt,89,2,115,3/7/2021,1.24,2,108,1,City registration pending
1650401,Sunny and family friendly - just off Hawthorne!,1178421,Stephanie,,Richmond,45.51155,-122.61581,Entire home/apt,86,1,421,11/21/2021,4.19,1,343,66,17-140501-000-00-HO
1651319,Charming home in great NE location,8017624,Martha,,Woodlawn,45.57014,-122.65646,Entire home/apt,138,5,58,11/30/2021,0.6,1,77,11,18-175705-000-00-HO
1661004,Charming Irvington Cottage - historic neighborhood,4426731,Martha,,Irvington,45.53847,-122.65533,Entire home/apt,108,2,211,12/18/2021,3.11,2,154,25,19-228230-000-00-HO
