id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
32611548,Modern Charming House in the Heart of Division,32902791,Karyn,,Richmond,45.50125,-122.63504,Entire home/apt,175,4,17,11/29/2021,0.52,1,0,1,City registration pending
32616529,"The PitStop - 2bdrm, 4 guests, private bath",209826108,Cherice And Michaela,,King,45.56447,-122.66348,Private room,66,1,350,12/15/2021,10.62,3,65,140,City registration pending
32617426,Arbor Lodge Lodge- a relaxing oasis in the city,373547,Vinay,,Arbor Lodge,45.56998,-122.69238,Entire home/apt,84,2,187,12/16/2021,5.75,1,134,60,19-115330-000-00-HO
32663622,"1931 bungalow, 2BR 1BA, fireplace & yards. No pets",9061399,Sara,,Montavilla,45.52134,-122.58058,Entire home/apt,156,4,9,2/17/2020,0.29,1,192,0,City registration pending
32701263,Modern Refuge aka The Glam Pad,9930480,Trace,,Overlook,45.56415,-122.68154,Entire home/apt,109,1,68,12/18/2021,2.11,1,349,37,19-187267-000-00-HO
32701896,"The Q:  Living your Dash in Portland, OR",176868335,Susan,,Humboldt,45.55725,-122.66904,Entire home/apt,109,1,134,12/12/2021,4.62,1,275,56,19-133028-000-00-HO
32720937,Are you ready to explore Portland?,154575784,Gitta,,North Tabor,45.52402,-122.60461,Entire home/apt,115,2,83,12/12/2021,2.47,1,60,35,18-244802-000-00-HO
32722647,Stay in a Dorm Bed (Female) @ NW Portland Hostel,2820851,NW Portland Hostel,,Northwest District,45.52634,-122.68856,Shared room,43,1,82,11/27/2021,2.81,8,365,56,Exempt
32723932,Urban Cabin on Mt Scott,246070767,Jed,,Pleasant Valley,45.4708,-122.54254,Entire home/apt,61,2,3,12/10/2021,3,1,354,3,Exempt
32724894,"Oculus House, a wood & stone neighborhood retreat",90662593,Emily,,St. Johns,45.59744,-122.75689,Entire home/apt,145,2,100,12/1/2021,3.01,1,262,53,City registration pending
32747089,Private Cozy One Bedroom Apartment,73398160,Magie,,Sumner,45.55814,-122.57094,Entire home/apt,90,2,42,11/24/2021,1.32,1,287,12,19-164599-000-00-HO
32748678,"Quiet, Sparkling, Private Garden Studio",5627019,Janet,,Mt. Scott-Arleta,45.48001,-122.59235,Entire home/apt,76,4,85,11/28/2021,2.52,1,328,23,19-136083-000-00-HO
32771987,Lovely Irvington House - Blue Room,227726140,Steve,,Irvington,45.53965,-122.65494,Private room,54,30,13,9/13/2019,0.41,2,77,0,
32808619,Luxury &Location Kings Hill Walk Best of Urban PDX,25375592,Barbara,,Goose Hollow,45.52095,-122.69543,Entire home/apt,149,2,63,11/25/2021,1.89,1,136,27,871659
32851850,Home Away From Home Art Apartment (Hawthorn Area),2034859,Ruby,,Richmond,45.50814,-122.61803,Entire home/apt,87,1,156,12/19/2021,4.83,1,343,90,18-177894-000-00-Ho
32895081,Peaceful and private,69201599,Lisa,,Hayhurst,45.48346,-122.72237,Private room,65,1,91,12/4/2021,2.92,1,345,45,19-187264-000-00-HO
32900769,Huge Monthly Discount Super Stylish Home in Hip SE,49136577,Colleen,,Brooklyn Action Corps,45.49911069,-122.6546302,Entire home/apt,197,30,9,8/16/2021,0.32,1,169,6,19-114821-000-00-HO
32903355,Portland Pad - Bridge views: Hip St. John’s for 2,157416277,Moss,,Cathedral Park,45.58865,-122.75828,Entire home/apt,82,4,71,11/30/2021,2.25,1,75,35,City registration pending
32962790,Lewis and Clark Hide-A-Way Apartment,4519200,Cindy,,Collins View,45.45635,-122.68064,Entire home/apt,71,2,119,12/15/2021,3.56,1,30,49,18-208092-000-00-HO
32987079,Newly Built SE Division/Clinton Home w/ City Views,29487483,Andrew,,Richmond,45.5031,-122.60969,Entire home/apt,130,2,121,12/5/2021,3.75,1,161,52,19-142749-000-00-HO
33039579,Professionally-cleaned 1BD suite in Portland's Pearl District,8534462,Barsala,,Pearl,45.52322,-122.68138,Entire home/apt,153,2,12,11/26/2021,0.41,15,4,4,Exempt
33039605,"Spacious condo good for longer stays, close to downtown",8534462,Barsala,,Pearl,45.52367,-122.67938,Entire home/apt,153,2,13,10/26/2021,0.42,15,80,1,Exempt
33039666,Stay long-term in this lux 1BD suite in downtown Portland,8534462,Barsala,,Pearl,45.52369,-122.67952,Entire home/apt,153,2,5,8/20/2021,0.19,15,97,1,Exempt
33039690,"Urban living at its finest in this modern 1BD, self-checkin",8534462,Barsala,,Pearl,45.52461,-122.68124,Entire home/apt,153,2,9,12/13/2021,0.29,15,79,6,Exempt
33039830,"Ultra-comfy 2BD with self-checkin, professionally-cleaned",8534462,Barsala,,Pearl,45.52326,-122.67991,Entire home/apt,242,2,11,10/16/2021,0.41,15,69,2,Exempt
33039876,"High-class 2BD in Portland, professionally-cleaned",8534462,Barsala,,Pearl,45.5249,-122.67945,Entire home/apt,242,2,13,11/14/2021,0.45,15,86,6,Exempt
33040001,"Pearl District studio, self check-in with fast wifi",8534462,Barsala,,Pearl,45.52521,-122.68003,Entire home/apt,136,1,21,11/12/2021,0.64,15,65,6,Exempt
33040046,Create a unique experience in this lux studio in Pearl District,8534462,Barsala,,Pearl,45.52486,-122.67996,Entire home/apt,136,1,10,11/17/2021,0.31,15,82,1,Exempt
33040869,"Spacious, Airy, Modern Apt ★ walk to everything!",654280,Anthony,,Laurelhurst,45.52045,-122.6194,Entire home/apt,74,1,181,12/5/2021,5.53,1,226,79,City registration pending
33043351,Modern 1BD condo good for longer stays,8534462,Barsala,,Pearl,45.52493,-122.67995,Entire home/apt,153,2,11,12/8/2021,0.34,15,96,5,Exempt
33071342,"Gorgeous, hand-crafted tiny house *no cleaning fee",57657995,Amanda,,Lents,45.47937,-122.56498,Entire home/apt,80,30,79,11/10/2019,2.36,3,240,0,
33102414,Private light filled room in residential area.,3519870,Steve,,Sabin,45.55171,-122.65158,Private room,71,2,10,8/29/2021,0.31,2,179,6,City registration pending
33160496,Prescott House,249670904,Nang,,Parkrose,45.5563,-122.54504,Entire home/apt,185,2,41,10/16/2021,1.25,1,80,21,19-184608-000-00-HO
33163017,Richmond Garden House,25566155,Jason,,Richmond,45.49981,-122.61749,Entire home/apt,200,1,74,12/7/2021,2.43,1,139,37,19-186229-000-00-HO
33169341,Walker's Paradise with magic bookshelf,249746109,Andrea,,Sunnyside,45.51423,-122.63474,Entire home/apt,71,2,65,12/18/2021,2.01,1,348,25,City registration pending
33272054,Luxury Designer Home Steps From 23rd Avenue!,218952334,Stay,,Northwest District,45.52738,-122.69864,Entire home/apt,129,30,6,6/11/2021,0.27,14,312,3,
33274234,#StayinMyDistrict St Johns Forest Park Retreat,3142393,Amy,,Linnton,45.58345,-122.77425,Entire home/apt,68,1,119,12/5/2021,4.24,24,161,59,19-109514-000-00-HO
33282854,Centrally Located SE PDX Super Close to Everything,250633610,Ildi,,Hazelwood,45.51923,-122.55112,Entire home/apt,375,1,68,9/1/2020,2.17,1,0,0,19-187383-000-00-HO
33314579,"Modern, bright house in the heart of Sellwood",103922819,Elizabeth,,Sellwood-Moreland Improvement League,45.46526,-122.6585,Entire home/apt,135,3,2,10/24/2021,0.44,2,18,2,City registration pending
33337544,The Little Treehouse,40164644,Mandy,,Sunnyside,45.51662,-122.62671,Entire home/apt,95,30,5,9/10/2020,0.16,1,148,0,
33367959,"Premium Designer Penthouse, Steps from 23rd!",218952334,Stay,,Northwest District,45.52714,-122.69702,Entire home/apt,119,30,12,11/19/2021,0.41,14,322,4,
33370307,Forested Escape Minutes from OHSU,1978398,Sydney,,Southwest Hills,45.49997,-122.70192,Entire home/apt,125,2,84,12/12/2021,2.56,4,161,30,17-235959-000-00-HO
33378651,Cute & Charming Portland Home w/ 91 WalkScore,81209824,Shaun,,King,45.5567,-122.66262,Entire home/apt,101,1,183,12/15/2021,5.53,3,146,83,Exempt
33394369,Garden Guesthouse -  Newly Built in SE Division,251575849,Jody,,Richmond,45.50428,-122.61774,Entire home/apt,73,1,158,12/16/2021,4.83,1,298,27,City registration pending
33395820,Fun & Vibrant 1950's Mt Scott Home,218952334,Stay,,Mt. Scott-Arleta,45.47993,-122.59918,Entire home/apt,179,2,104,12/12/2021,3.22,14,75,42,18-196880-000-00-HO
33395999,"Cozy Getaway w/Hot tub, Fireplace, Firepit & A/C",129582844,Karen,,Laurelhurst,45.53162,-122.62301,Entire home/apt,175,2,145,12/18/2021,4.68,1,283,45,19-137210-000-00-HO
33401196,Ken's airporter bungalow w/queen bed,94889798,Ken,,Madison South,45.53979,-122.57872,Private room,25,1,410,12/4/2021,12.41,2,62,120,City registration pending
33469567,Luxury Home For Up to 10 Guests (8 Queen Beds),123968362,Arvell,,Irvington,45.53716,-122.65132,Entire home/apt,1250,2,15,11/27/2021,0.47,1,179,2,18-172358-000-00-LU
33469666,Ken’s airporter bungalow w/double bed,94889798,Ken,,Madison South,45.53863,-122.57895,Private room,45,1,354,12/5/2021,10.75,2,64,103,City registration pending
33474431,Bright Basement Space in superb SE location,252219155,Matthew,,Mt. Tabor,45.51605,-122.60945,Entire home/apt,99,5,52,11/28/2021,1.65,1,153,22,18-203878-000-00-HO
33488582,10 Min To Downtown and OHSU-Private King Suite,8159602,Noel,,Hillsdale,45.47206,-122.6815,Entire home/apt,65,2,86,12/19/2021,2.64,1,25,53,19-136097-000-00-HO
33555201,"SOTO Style, Portland!  Sellwood No extra fees!",244790038,Kevin,,Sellwood-Moreland Improvement League,45.45982,-122.65515,Entire home/apt,185,2,13,11/27/2021,0.41,1,23,1,19-164440-000-00-HO
33592675,South Tabor Tuckaway,65222350,Molly,,South Tabor,45.50304,-122.58175,Entire home/apt,99,1,52,12/19/2020,1.6,1,77,0,City registration pending
33619387,*NEW “Roma’s Place” : Historic Little City House ~,28688984,David,,Portland Downtown,45.50912,-122.68232,Entire home/apt,985,2,25,3/2/2020,0.78,2,103,0,City registration pending
33621233,Enjoy an old farmhouse in a quiet neighborhood!,145659006,Tj,,South Tabor,45.50268,-122.59688,Entire home/apt,113,2,63,12/17/2021,2.04,1,186,31,19-152167-000-00-HO
33689103,*On Alberta* Modern 2 bed apt in arts district!,53371722,Alex,,Vernon,45.56031,-122.65094,Entire home/apt,132,1,266,12/12/2021,8.46,1,196,101,City registration pending
33721200,R2: Clean NoPo House with Coffee & Snack Bar,82507993,Freja,,Portsmouth,45.58794,-122.71623,Private room,35,1,79,12/15/2021,2.8,2,83,44,19-236881-000-00-HO
33738380,Parkside Urban Oasis,18580154,Dee,,Mt. Tabor,45.51583,-122.59909,Entire home/apt,114,2,90,8/31/2021,2.78,2,19,16,2019-185926-000-00-HO
33773933,Contactless Clean Private Treetop Studio,24385374,Chris,,Concordia,45.56662,-122.63681,Entire home/apt,83,1,266,12/19/2021,8.28,1,192,128,18-262210-000-00-ho
33782686,"★ Clean, comfortable master bedroom  ★ patio",254586465,Rosemary,,Brentwood-Darlington,45.4754,-122.59004,Private room,50,21,41,9/25/2021,1.26,1,136,13,19-114820-000-00-HO
33805610,"Northeast Garden Apartment, Close to Everything",5424140,Nate And Frances,,Eliot,45.5412,-122.66342,Entire home/apt,92,2,10,12/5/2021,0.37,1,100,6,19-216069-000-00-HO
33807010,"Studio with a VIEW - Access to Trails, OHSU",30415706,Mark & Kylee,,Homestead,45.49163,-122.68124,Entire home/apt,150,1,78,9/24/2021,2.49,1,16,12,19-188077-000-00-HO
33814266,Gorgeous private ADU on the edge of NE Laurelhurst,252680829,Clarissa,,Kerns,45.52331,-122.63603,Entire home/apt,177,2,46,12/15/2021,1.44,1,358,19,19-104914-000-00-HO
33831038,"Hawthorne Secret Garden Cabin, Private w/Hot Tub",13162607,Alfred,,Sunnyside,45.51373,-122.63016,Entire home/apt,127,1,139,12/6/2021,4.44,1,241,54,19-154884-000-00-HO
33852871,SE Division Studio Apartment in Craftsman Home,1458369,Charlie,,Richmond,45.50614,-122.62197,Entire home/apt,97,3,29,10/5/2021,0.99,1,0,12,19-186143-000-00-HO
33911444,"Light-filled Cottage, cleaned  to CDC  standards",204626355,Lori & David,,Eastmoreland,45.47097,-122.62771,Entire home/apt,130,3,87,12/5/2021,2.82,1,320,34,City registration pending
34014563,Concordia Annex,24306194,Robbie,,Concordia,45.56506,-122.63952,Entire home/apt,125,2,53,12/6/2021,1.78,1,343,29,19-259977-000-00-HO
34036628,Roomy 2BR/1BATH Suite at The Alberta Petite Hotel,224911430,Robin,,Concordia,45.55888,-122.64031,Entire home/apt,165,2,15,11/28/2021,0.51,2,344,13,Exempt
34036884,Garden Oasis: Space & Comfort Steps to Hawthorne!,126192938,Chantel & Mackenzie,,Sunnyside,45.51445,-122.61876,Entire home/apt,134,2,97,11/26/2021,3.03,6,81,37,17-151643-000-00-HO
34064074,"Updated, cozy, charming. Prime Hawthorne location!",257219824,Kristi,,Richmond,45.50796,-122.61538,Entire home/apt,214,2,15,12/26/2020,0.5,1,2,1,19-186236-000-00-HO
34066774,Boho-Chic Private Haven: Alberta Arts District,22615259,Erin,,Vernon,45.56397,-122.64574,Entire home/apt,147,2,68,10/12/2021,2.12,1,258,12,City registration pending
34068962,Spacious Mid-Century Apartment in Woodstock,29452459,Lee And Jamie,,Woodstock,45.48191,-122.60986,Entire home/apt,96,2,88,12/5/2021,2.93,1,256,39,19-181202-000-00-HO
34091942,Laurelhurst English Cottage,22697835,Seth,,Kerns,45.52111,-122.63234,Private room,95,2,40,11/10/2021,1.34,1,350,23,City registration pending
34121174,"Standard Queen, Shared Baths at The Society Hotel",1032014,The Society Hotel,,Old Town/Chinatown,45.52531,-122.6748,Hotel room,85,1,518,12/12/2021,16.14,4,365,68,Exempt
34122118,Premium Suite at The Society Hotel,1032014,The Society Hotel,,Old Town/Chinatown,45.52408,-122.6725,Hotel room,141,1,27,10/10/2020,0.85,4,179,0,Exempt
34122310,Bunk Bed at The Society Hotel,1032014,The Society Hotel,,Old Town/Chinatown,45.52505,-122.67286,Hotel room,38,1,778,12/17/2021,24.47,4,365,323,Exempt
34123277,Suite at The Society Hotel,1032014,The Society Hotel,,Old Town/Chinatown,45.52538,-122.67469,Hotel room,129,1,65,11/21/2021,2.07,4,365,4,Exempt
34123760,Cedar House,248930295,Dharma,,Boise,45.55211,-122.66817,Entire home/apt,98,5,52,12/8/2021,1.68,1,35,10,19-132995-000-00-HO
34177805,Bright & Cozy Garden Guest House in Alberta,18105369,Alyssa,,Woodlawn,45.56688,-122.64567,Entire home/apt,99,2,30,12/12/2021,0.96,1,226,18,City registration pending
34180606,New Home. 15m-airprt. 15m-DT. 40m-MT. 5m-lightrail,29167392,Nam,,Hazelwood,45.52752,-122.55207,Entire home/apt,100,30,45,10/16/2021,1.44,2,364,2,
34227631,Concordia master suite,6589054,Linda,,Concordia,45.57386,-122.63977,Private room,85,30,0,,,3,6,0,
34230129,"Dreamy Hawthorne/Division 2 bed, 2 bath",17378091,Erin,,Richmond,45.50871,-122.63007,Entire home/apt,178,3,70,12/13/2021,2.2,1,64,23,19-149756-000-00-HO
34256753,Colorful Roseway Bungalow,369441,Michelle,,Roseway,45.54771,-122.59078,Entire home/apt,210,2,20,12/8/2021,1.68,1,224,20,19-267836-000-00-HO
34285685,Private St Johns basement apt w/off street parking,156237727,Gwen,,St. Johns,45.58743,-122.73967,Entire home/apt,77,2,84,12/5/2021,2.65,1,46,32,19-153251-000-00-HO
34285799,Woodstock Private Bungalow Charmer,16627549,Tawny,,Woodstock,45.4734,-122.61736,Entire home/apt,119,3,101,12/10/2021,3.25,1,81,39,19-157847-000-00-HO
34286860,Concordia home,6589054,Linda,,Sunderland,45.57788,-122.63913,Entire home/apt,125,10,10,9/26/2021,0.35,3,158,3,City registration pending
34291889,"New modern Kenton area home, with Hot Tub",177429857,Christopher,,Kenton,45.58822,-122.70254,Entire home/apt,178,2,72,12/12/2021,2.34,1,319,32,City registration pending
34311177,Charming 3bed Home w/ Yard - Walk Score 91!,218952334,Stay,,King,45.54933,-122.66029,Entire home/apt,129,30,9,11/2/2021,0.31,14,105,3,
34315955,PDX entire house,24869663,Amanda,,Parkrose Heights,45.53933,-122.54768,Entire home/apt,100,31,3,10/31/2021,0.46,1,263,3,
34344012,♡♡ Luxe-Glam Apt | Spacious 2BD in Central PDX ♡♡,1218855,Suja,,Kerns,45.5287,-122.64277,Entire home/apt,76,1,121,12/13/2021,3.81,6,54,52,Exempt
34355963,Centrally located house for large group,258045340,Luay,,Hosford-Abernethy,45.508369,-122.659538,Entire home/apt,375,1,127,12/19/2021,4.05,2,269,54,City registration pending
34364058,Waterfront District Studio in Downtown Portland,26482762,ResortShare1,,Old Town/Chinatown,45.52065,-122.67129,Private room,322,2,0,,,1,354,0,Exempt
34364995,"Walk to Mt Tabor- Spacious, Rustic 2 bdr Duplex",232864151,Cynthia,,North Tabor,45.52425,-122.60058,Entire home/apt,119,2,66,12/4/2021,2.09,1,161,36,18-280526-000-00-HO
34393230,Bohemian Bamboo Hideaway,10437867,Camille,,Mt. Tabor,45.51588,-122.5984,Entire home/apt,59,1,40,11/29/2021,1.85,1,332,36,City registration pending
34394879,Portland Urban Lodge | Quiet | Walkable |  Near,8876448,Marshall,,Woodstock,45.48213,-122.60481,Entire home/apt,112,1,9,12/13/2021,6.28,1,172,9,21-083348-000-00-HO
34410296,"Laurelhurst Park Retreat, light-filled and fun.",1909916,Courtney,,Laurelhurst,45.52084,-122.63097,Entire home/apt,357,3,18,9/12/2021,0.6,1,68,13,17-186637-000-00-HO
34419728,Close-in NE Irvington Guesthouse w/in Bamboo Yard,111643390,Vanessa,,Irvington,45.53592,-122.65326,Entire home/apt,110,30,0,,,3,88,0,
34421940,Happy Cozy Home,259852767,Jermaine,,Vernon,45.56599,-122.64948,Entire home/apt,225,30,1,2/13/2020,0.04,1,365,0,
34451108,"Spacious, High-end Remodeled Portland Craftsman",260081450,R,,Irvington,45.54347,-122.65728,Entire home/apt,189,30,24,9/20/2019,0.75,1,210,0,
34465871,Kenton Dreamin' - 31+ day booking,20410856,Abbie,,Kenton,45.58007,-122.68483,Entire home/apt,79,31,8,12/4/2021,0.28,5,149,4,
34475337,North Portland deluxe apartment,97240298,Will,,Arbor Lodge,45.57506,-122.70388,Entire home/apt,104,5,62,10/12/2021,1.95,1,0,8,17-102291-000-00-HO
34477057,Portland Urban Oasis - your modern & chill space,259462630,Ben,,Overlook,45.56124,-122.68321,Entire home/apt,263,2,37,12/12/2021,1.18,1,164,16,17-230420-000-00-LU
34477482,The Mid-Century Crane House,29961336,Kirby,,Sabin,45.55256,-122.64555,Entire home/apt,345,3,84,11/20/2021,2.69,1,95,30,19-147946-000-00-HO
34500150,"NE, Blue Line, PDX, 2 twins, dog by request",17762358,Janie,,Hazelwood,45.52237,-122.51614,Private room,43,1,107,11/24/2021,3.43,1,179,56,19-147181-000-00-HO
34512519,Tranquil garden apt,66965972,Merry,,Southwest Hills,45.49539,-122.70741,Entire home/apt,85,1,50,12/5/2021,1.6,1,135,12,19-193776-000-00-HO
34535868,"Beautiful ""Music Studio"" on the End of the Street",218234644,Jennifer,,Multnomah,45.47285,-122.70945,Entire home/apt,80,2,81,12/11/2021,2.79,1,150,32,City registration pending
34543263,Luxe Tiny Home in Hyper-Walkable SE Neighborhood,44352149,Aiden,,Reed,45.48842,-122.6278,Entire home/apt,92,30,35,11/30/2021,1.16,1,137,5,City registration pending
34546508,Best kept secret GEM studio apartment,103126489,Ethel,,Sunnyside,45.51473,-122.61322,Entire home/apt,65,3,58,11/29/2021,2.32,1,343,30,19-186817-000-00-HO
34569604,Loft House in Kenton-MAX/Hottub/Pot Friendly,26073388,Lindsey,,Kenton,45.58261,-122.68343,Entire home/apt,95,2,216,12/12/2021,7.82,1,50,107,17-146736-000-00-HO
34599743,Heart of Hawthorne/Division,11552178,Jane,,Richmond,45.51062,-122.63154,Entire home/apt,98,3,27,12/5/2021,1.05,1,6,25,17-163295-000-00-HO
34644446,Portland Waterfront studio,103427,Jacqueline M,,Old Town/Chinatown,45.52179,-122.67054,Entire home/apt,332,2,0,,,1,364,0,Exempt
34652891,Craftsman Attic,5922520,Juliette,,Parkrose,45.55255,-122.55488,Entire home/apt,120,4,26,12/14/2021,0.84,1,106,8,19-193843-000-00-HO
34655039,Charming place with views of river and mountains,261456584,Frances,,South Portland,45.49736,-122.66872,Entire home/apt,79,31,6,12/4/2021,0.23,3,56,5,
34681443,Close to everything modern Montavilla cottage,261614310,Matt,,Montavilla,45.53168,-122.58622,Entire home/apt,72,1,171,12/18/2021,6.23,1,198,59,19-204840-000-00-HO
34724550,Chic & Modern Hollywood Casa in NE PDX,23750692,Qian,,Rose City Park,45.53195,-122.61372,Entire home/apt,95,2,0,,,1,148,0,City registration pending
34751941,Designer curated Mississippi home NO CLEAN FEE,5603277,Nathan,,Humboldt,45.55739,-122.67157,Entire home/apt,149,2,120,12/6/2021,4,1,346,59,City registration pending
34752530,Vintage WWOOFER Camper on Farm Lush no fuss,421792,Jesse,,Powellhurst-Gilbert,45.48831,-122.51876,Private room,55,30,9,11/24/2021,0.29,2,207,2,
34783771,Charming Laurelhurst Suite,88039293,Dave,,Laurelhurst,45.522,-122.62158,Private room,82,2,80,11/15/2021,2.56,1,263,34,19-167377-000-00-HO
34793168,Rose City Park Retreat,14513197,Marta,,Rose City Park,45.54052,-122.60561,Entire home/apt,113,2,63,12/13/2021,2.06,1,167,33,19-164096-000-00-HO
34812535,"Private, Modern Guest Suite",3097100,Devin & Michelle,,Buckman,45.51723,-122.64954,Entire home/apt,90,2,127,11/30/2021,4.11,1,0,54,17-179135-000-00-HO
34821661,Modern Urban Home in a Walker's Paradise,3700834,Cathy,,Boise,45.55062,-122.66507,Entire home/apt,80,2,72,12/9/2021,2.42,1,197,39,City registration pending
34837777,"Henriette House - Cozy, creative home in ❤️ of PDX",6949748,Candice,,Humboldt,45.55506,-122.66686,Entire home/apt,251,2,94,11/26/2021,3,1,116,34,20-122183-000-00-HO
34866219,Bright and Open Modern Northeast Montavilla ADU,4580020,John,,Montavilla,45.5267,-122.58257,Entire home/apt,189,2,38,12/8/2021,1.21,1,81,11,19-204966-000-00-HO
34905596,Lux entire home mins to airprt/dwntwn & Gorge!,112609060,Leanne,,Parkrose Heights,45.53562,-122.54767,Entire home/apt,250,2,34,10/11/2020,1.15,1,137,0,City registration pending
34932824,Updated PDX Flat - Walk to Division & Hawthorne!,218952334,Stay,,Richmond,45.50227,-122.62034,Entire home/apt,83,30,26,8/22/2021,0.84,14,167,3,
34935743,Chic Modern Central - Inner Eastside Gem,263251243,Sebastian,,Hosford-Abernethy,45.50232,-122.64606,Entire home/apt,85,1,153,11/23/2021,5.11,1,160,73,City registration pending
34936500,∞ Glam-Gold Comfy 2BD ∞ Central PDX ∞Spacious Apt∞,1218855,Suja,,Kerns,45.5292,-122.64452,Entire home/apt,76,31,115,12/13/2021,3.75,6,53,37,City registration pending
34971411,The Bee House,263483003,Brad,,South Portland,45.49929,-122.67643,Entire home/apt,110,4,35,11/15/2021,1.27,1,94,9,City registration pending
34999345,⚜THE TÛSCAN VILLA ✔Last Minute Discount! ✔,4884977,Shane,,Mt. Tabor,45.52222,-122.59605,Entire home/apt,73,1,227,11/28/2021,7.26,4,36,61,Exempt
35013488,Hip Homey Haven,289998249,Lana,,Sabin,45.55761,-122.65153,Entire home/apt,85,2,100,11/9/2021,3.21,1,57,39,City registration pending
35034572,Thought Incubator,21101389,Salvador,,Piedmont,45.57129,-122.6748,Entire home/apt,70,2,88,11/20/2021,2.83,1,0,29,"ASTR
HO19164524"
35091759,Sellwood Haven- Private entrance,117204372,Jamie And Senna,,Sellwood-Moreland Improvement League,45.46811,-122.65106,Entire home/apt,147,2,65,12/15/2021,2.7,1,76,41,19-235365-000-00-HO
35155827,NEW - Big contemporary in a historic train station,264765755,Paul,,Pearl,45.52852,-122.68147,Entire home/apt,183,31,4,11/20/2021,0.29,1,260,2,
35158304,Detached 2 bedroom retreat near Alberta,8804265,Rick & Allegra,,Vernon,45.56415,-122.64753,Entire home/apt,118,2,85,12/17/2021,3.25,1,112,49,19-185780-000-00-HO
35160516,Cozy open layout home in quiet location- close to shops/restaurants,112445005,Vacasa Portland,,Concordia,45.57062,-122.64071,Entire home/apt,154,1,31,11/21/2021,1.04,18,365,17,18-281088-000-00-HO
35162879,Private + Serene Family Friendly 2 Bedroom Getaway,1716834,Malia,,Foster-Powell,45.49508,-122.59295,Entire home/apt,160,2,74,11/28/2021,2.7,1,243,36,19-203726-000-00-HO
35166336,"SW Portland 10 min to downtown,  OHSU, 2 min to LO",156679949,Lisa,,Collins View,45.44934,-122.67686,Entire home/apt,140,3,79,12/16/2021,2.56,1,256,33,City registration pending
35192098,Portland Vintage Hideaway,26712397,Julie,,Hayhurst,45.47694,-122.72582,Entire home/apt,85,1,108,12/11/2021,3.52,1,157,34,City registration pending
35198059,"Modern One Bedroom
Apartment Steps from Alberta St",182289060,Dale,,King,45.56061,-122.65975,Entire home/apt,89,3,91,12/10/2021,3.31,1,65,39,City registration pending
35198519,Red Door Victorian,67406555,Collin,,Kerns,45.52167,-122.63333,Entire home/apt,102,14,7,8/2/2020,0.25,1,0,0,19-185937-000-00-HO
35205780,The Little Restful Retreat,265093881,Tobin,,Multnomah,45.4687,-122.70723,Entire home/apt,84,2,39,10/7/2021,1.29,3,295,18,Exempt
35232836,Hip Urban Studio Perfect Portland  Location,200455236,Becky,,Arbor Lodge,45.56686,-122.68029,Entire home/apt,95,30,57,10/9/2021,1.84,6,334,1,City registration pending
35236468,Private Dog-Friendly Studio Near Downtown,498934,Matthew,,Humboldt,45.56081,-122.67145,Entire home/apt,117,1,229,12/15/2021,7.4,1,347,108,16-282907-000-00-HO
35259478,The XX - Dog Friendly Boutique Hotel with City Views,261059107,Jupiter NEXT,,Buckman,45.52182,-122.65617,Hotel room,165,1,104,11/27/2021,4.05,3,246,60,Exempt
35259524,The X - Dog Friendly Boutique Hotel with City Views,261059107,Jupiter NEXT,,Buckman,45.52248,-122.65538,Hotel room,156,1,191,12/6/2021,6.35,3,253,67,Exempt
35259565,Next Level X - Dog Friendly Boutique Hotel with City Views,261059107,Jupiter NEXT,,Buckman,45.52169,-122.6556,Hotel room,192,1,11,7/30/2021,0.38,3,195,6,Exempt
35287438,"Gorgeous, Walkable, Spacious & Family Friendly!",793916,Liz,,Montavilla,45.51496,-122.56956,Entire home/apt,100,10,1,7/6/2019,0.03,1,166,0,City registration pending
35301751,"British style bed and breakfast downtown PDX, #2",8207605,Sharon,,Portland Downtown,45.51601,-122.688,Private room,66,2,20,10/30/2021,0.64,7,160,4,90993
35317415,Private studio close in SE Clinton/Division,6484099,Sarah,,Richmond,45.49851,-122.62998,Entire home/apt,64,2,21,12/18/2021,0.76,1,51,18,17-253011-000-00-HO
35318813,"Ash Street Loft- Urban chic, walk to downtown",27977619,Julie,,Buckman,45.52054,-122.65354,Entire home/apt,74,2,133,12/19/2021,5.17,1,183,74,19-172328-000-00-HO
35345782,Willamette Boulevard Guest House,96576466,Grant&David,,Overlook,45.56278,-122.68771,Entire home/apt,62,2,131,12/16/2021,4.33,1,48,61,19-164420-000-00-HO
35350394,Spacious Portsmouth Apartment - 2 Bikes Included!,70602849,Blair,,Portsmouth,45.58706,-122.7288,Entire home/apt,68,4,74,11/28/2021,2.44,1,39,25,19-140349-HO
35387473,"Cozy & Modern, walkable to beer/food, shops & more",8013108,Bri,,Vernon,45.5648,-122.65126,Entire home/apt,164,2,88,12/12/2021,2.93,1,164,52,19-200677-000-00-HO
35418187,Cozy escape: A Yurt in the Forest+ Bonus space.,3005870,Jiah,,Linnton,45.58365,-122.7753,Entire home/apt,100,2,51,12/5/2021,1.65,1,352,19,City registration pending
